Commodity,State,Location,Year,Date,Planted,Emerged,Silking,Dough,Dented,Mature,Harvested
Corn,Illinois,Illinois-W,2005,7/24/05,,,91,34,,,
Corn,Illinois,Illinois-W,2005,7/31/05,,,,52,1,,
Corn,Illinois,Illinois-W,2005,8/7/05,,,,65,17,,
Corn,Illinois,Illinois-W,2005,8/14/05,,,,86,49,,
Corn,Illinois,Illinois-W,2005,8/21/05,,,,95,65,,
Corn,Illinois,Illinois-W,2005,8/28/05,,,,,72,13,
Corn,Illinois,Illinois-W,2005,9/4/05,,,,,91,21,
Corn,Illinois,Illinois-W,2005,9/11/05,,,,,,60,2
Corn,Illinois,Illinois-W,2005,9/18/05,,,,,,86,8
Corn,Illinois,Illinois-W,2005,9/25/05,,,,,,97,15
Corn,Illinois,Illinois-W,2005,10/2/05,,,,,,99,27
Corn,Illinois,Illinois-W,2005,10/9/05,,,,,,,47
Corn,Illinois,Illinois-W,2005,10/16/05,,,,,,,75
Corn,Illinois,Illinois-W,2005,10/23/05,,,,,,,86
Corn,Illinois,Illinois-W,2005,10/30/05,,,,,,,96
Corn,Illinois,Illinois-W,2005,11/6/05,,,,,,,98
Corn,Illinois,Illinois-W,2005,11/13/05,,,,,,,99
Corn,Illinois,Illinois-W,2006,4/16/06,18,,,,,,
Corn,Illinois,Illinois-W,2006,4/23/06,68,,,,,,
Corn,Illinois,Illinois-W,2006,4/30/06,94,51,,,,,
Corn,Illinois,Illinois-W,2006,5/7/06,96,66,,,,,
Corn,Illinois,Illinois-W,2006,5/14/06,99,87,,,,,
Corn,Illinois,Illinois-W,2006,5/21/06,,96,,,,,
Corn,Illinois,Illinois-W,2006,5/28/06,,99,,,,,
Corn,Illinois,Illinois-W,2006,6/4/06,,99,,,,,
Corn,Illinois,Illinois-W,2006,7/2/06,,,10,,,,
Corn,Illinois,Illinois-W,2006,7/9/06,,,46,1,,,
Corn,Illinois,Illinois-W,2006,7/16/06,,,89,10,,,
Corn,Illinois,Illinois-W,2006,7/23/06,,,97,27,,,
Corn,Illinois,Illinois-W,2006,7/30/06,,,,41,,,
Corn,Illinois,Illinois-W,2006,8/6/06,,,,80,,,
Corn,Illinois,Illinois-W,2006,8/13/06,,,,95,48,,
Corn,Illinois,Illinois-W,2006,8/20/06,,,,98,63,,
Corn,Illinois,Illinois-W,2006,8/27/06,,,,99,74,,
Corn,Illinois,Illinois-W,2006,9/3/06,,,,,90,22,
Corn,Illinois,Illinois-W,2006,9/10/06,,,,,98,47,
Corn,Illinois,Illinois-W,2006,9/17/06,,,,,,59,4
Corn,Illinois,Illinois-W,2006,9/24/06,,,,,,86,17
Corn,Illinois,Illinois-W,2006,10/1/06,,,,,,98,39
Corn,Illinois,Illinois-W,2006,10/8/06,,,,,,100,62
Corn,Illinois,Illinois-W,2006,10/15/06,,,,,,,79
Corn,Illinois,Illinois-W,2006,10/22/06,,,,,,,89
Corn,Illinois,Illinois-W,2006,10/29/06,,,,,,,92
Corn,Illinois,Illinois-W,2006,11/5/06,,,,,,,98
Corn,Illinois,Illinois-W,2006,11/12/06,,,,,,,99
Corn,Illinois,Illinois-W,2007,4/22/07,15,,,,,,
Corn,Illinois,Illinois-W,2007,4/29/07,35,,,,,,
Corn,Illinois,Illinois-W,2007,5/6/07,70,25,,,,,
Corn,Illinois,Illinois-W,2007,5/13/07,93,63,,,,,
Corn,Illinois,Illinois-W,2007,5/20/07,100,93,,,,,
Corn,Illinois,Illinois-W,2007,5/27/07,100,99,,,,,
Corn,Illinois,Illinois-W,2007,6/3/07,,100,,,,,
Corn,Illinois,Illinois-W,2007,7/1/07,,,31,,,,
Corn,Illinois,Illinois-W,2007,7/8/07,,,73,,,,
Corn,Illinois,Illinois-W,2007,7/15/07,,,93,9,,,
Corn,Illinois,Illinois-W,2007,7/22/07,,,99,33,,,
Corn,Illinois,Illinois-W,2007,7/29/07,,,,39,1,,
Corn,Illinois,Illinois-W,2007,8/5/07,,,,74,19,,
Corn,Illinois,Illinois-W,2007,8/12/07,,,,86,40,,
Corn,Illinois,Illinois-W,2007,8/19/07,,,,92,64,3,
Corn,Illinois,Illinois-W,2007,8/26/07,,,,,85,7,
Corn,Illinois,Illinois-W,2007,9/2/07,,,,,96,36,1
Corn,Illinois,Illinois-W,2007,9/9/07,,,,,99,59,4
Corn,Illinois,Illinois-W,2007,9/16/07,,,,,100,82,14
Corn,Illinois,Illinois-W,2007,9/23/07,,,,,,98,35
Corn,Illinois,Illinois-W,2007,9/30/07,,,,,,100,59
Corn,Illinois,Illinois-W,2007,10/7/07,,,,,,,77
Corn,Illinois,Illinois-W,2007,10/14/07,,,,,,,86
Corn,Illinois,Illinois-W,2007,10/21/07,,,,,,,93
Corn,Illinois,Illinois-W,2007,10/28/07,,,,,,,96
Corn,Illinois,Illinois-W,2007,11/4/07,,,,,,,98
Corn,Illinois,Illinois-W,2007,11/11/07,,,,,,,99
Corn,Illinois,Illinois-W,2008,4/27/08,1,,,,,,
Corn,Illinois,Illinois-W,2008,5/4/08,18,,,,,,
Corn,Illinois,Illinois-W,2008,5/11/08,64,7,,,,,
Corn,Illinois,Illinois-W,2008,5/18/08,77,39,,,,,
Corn,Illinois,Illinois-W,2008,5/25/08,90,68,,,,,
Corn,Illinois,Illinois-W,2008,6/1/08,95,79,,,,,
Corn,Illinois,Illinois-W,2008,6/8/08,99,91,,,,,
Corn,Illinois,Illinois-W,2008,6/15/08,,99,,,,,
Corn,Illinois,Illinois-W,2008,7/13/08,,,22,,,,
Corn,Illinois,Illinois-W,2008,7/20/08,,,57,,,,
Corn,Illinois,Illinois-W,2008,7/27/08,,,86,14,,,
Corn,Illinois,Illinois-W,2008,8/3/08,,,95,28,,,
Corn,Illinois,Illinois-W,2008,8/10/08,,,99,56,,,
Corn,Illinois,Illinois-W,2008,8/17/08,,,,86,27,,
Corn,Illinois,Illinois-W,2008,8/24/08,,,,95,47,,
Corn,Illinois,Illinois-W,2008,8/31/08,,,,98,64,,
Corn,Illinois,Illinois-W,2008,9/7/08,,,,99,76,,
Corn,Illinois,Illinois-W,2008,9/14/08,,,,,85,6,
Corn,Illinois,Illinois-W,2008,9/21/08,,,,,94,18,
Corn,Illinois,Illinois-W,2008,9/28/08,,,,,99,51,3
Corn,Illinois,Illinois-W,2008,10/5/08,,,,,,72,7
Corn,Illinois,Illinois-W,2008,10/12/08,,,,,,83,13
Corn,Illinois,Illinois-W,2008,10/19/08,,,,,,,17
Corn,Illinois,Illinois-W,2008,10/26/08,,,,,,,39
Corn,Illinois,Illinois-W,2008,11/2/08,,,,,,,63
Corn,Illinois,Illinois-W,2008,11/9/08,,,,,,,77
Corn,Illinois,Illinois-W,2008,11/16/08,,,,,,,90
Corn,Illinois,Illinois-W,2008,11/23/08,,,,,,,96
Corn,Illinois,Illinois-W,2009,4/26/09,2,,,,,,
Corn,Illinois,Illinois-W,2009,5/3/09,3,,,,,,
Corn,Illinois,Illinois-W,2009,5/10/09,10,,,,,,
Corn,Illinois,Illinois-W,2009,5/17/09,23,7,,,,,
Corn,Illinois,Illinois-W,2009,5/24/09,63,23,,,,,
Corn,Illinois,Illinois-W,2009,5/31/09,82,50,,,,,
Corn,Illinois,Illinois-W,2009,6/7/09,95,76,,,,,
Corn,Illinois,Illinois-W,2009,6/14/09,96,86,,,,,
Corn,Illinois,Illinois-W,2009,6/21/09,,98,,,,,
Corn,Illinois,Illinois-W,2009,7/12/09,,,6,,,,
Corn,Illinois,Illinois-W,2009,7/19/09,,,19,,,,
Corn,Illinois,Illinois-W,2009,7/26/09,,,61,4,,,
Corn,Illinois,Illinois-W,2009,8/2/09,,,81,10,,,
Corn,Illinois,Illinois-W,2009,8/9/09,,,84,25,,,
Corn,Illinois,Illinois-W,2009,8/16/09,,,,39,3,,
Corn,Illinois,Illinois-W,2009,8/23/09,,,,63,9,,
Corn,Illinois,Illinois-W,2009,8/30/09,,,,78,20,,
Corn,Illinois,Illinois-W,2009,9/6/09,,,,85,37,,
Corn,Illinois,Illinois-W,2009,9/13/09,,,,87,48,,
Corn,Illinois,Illinois-W,2009,9/20/09,,,,,65,4,
Corn,Illinois,Illinois-W,2009,9/27/09,,,,,81,14,
Corn,Illinois,Illinois-W,2009,10/4/09,,,,,84,25,3
Corn,Illinois,Illinois-W,2009,10/11/09,,,,,96,46,4
Corn,Illinois,Illinois-W,2009,10/18/09,,,,,,57,7
Corn,Illinois,Illinois-W,2009,10/25/09,,,,,,79,11
Corn,Illinois,Illinois-W,2009,11/1/09,,,,,,89,13
Corn,Illinois,Illinois-W,2009,11/8/09,,,,,,98,24
Corn,Illinois,Illinois-W,2009,11/15/09,,,,,,,42
Corn,Illinois,Illinois-W,2009,11/22/09,,,,,,,47
Corn,Illinois,Illinois-W,2009,11/29/09,,,,,,,70
Corn,Illinois,Illinois-W,2009,12/6/09,,,,,,,85
Corn,Illinois,Illinois-W,2009,12/13/09,,,,,,,90
Corn,Illinois,Illinois-W,2009,12/20/09,,,,,,,95
Corn,Illinois,Illinois-W,2010,4/18/10,23,,,,,,
Corn,Illinois,Illinois-W,2010,4/25/10,61,5,,,,,
Corn,Illinois,Illinois-W,2010,5/2/10,75,30,,,,,
Corn,Illinois,Illinois-W,2010,5/9/10,88,53,,,,,
Corn,Illinois,Illinois-W,2010,5/16/10,,65,,,,,
Corn,Illinois,Illinois-W,2010,5/23/10,,76,,,,,
Corn,Illinois,Illinois-W,2010,5/30/10,,93,,,,,
Corn,Illinois,Illinois-W,2010,6/6/10,,95,,,,,
Corn,Illinois,Illinois-W,2010,6/13/10,,97,,,,,
Corn,Illinois,Illinois-W,2010,6/27/10,,,3,,,,
Corn,Illinois,Illinois-W,2010,7/4/10,,,31,,,,
Corn,Illinois,Illinois-W,2010,7/11/10,,,67,3,,,
Corn,Illinois,Illinois-W,2010,7/18/10,,,88,11,,,
Corn,Illinois,Illinois-W,2010,7/25/10,,,89,27,,,
Corn,Illinois,Illinois-W,2010,8/1/10,,,97,47,,,
Corn,Illinois,Illinois-W,2010,8/8/10,,,,56,5,,
Corn,Illinois,Illinois-W,2010,8/15/10,,,,81,33,,
Corn,Illinois,Illinois-W,2010,8/22/10,,,,84,39,,
Corn,Illinois,Illinois-W,2010,8/29/10,,,,97,84,34,
Corn,Illinois,Illinois-W,2010,9/5/10,,,,,88,36,1
Corn,Illinois,Illinois-W,2010,9/12/10,,,,,94,65,5
Corn,Illinois,Illinois-W,2010,9/19/10,,,,,,82,13
Corn,Illinois,Illinois-W,2010,9/26/10,,,,,,88,27
Corn,Illinois,Illinois-W,2010,10/3/10,,,,,,,52
Corn,Illinois,Illinois-W,2010,10/10/10,,,,,,,77
Corn,Illinois,Illinois-W,2010,10/17/10,,,,,,,89
Corn,Illinois,Illinois-W,2010,10/24/10,,,,,,,97
Corn,Illinois,Illinois-W,2010,10/31/10,,,,,,,95
Corn,Illinois,Illinois-W,2011,4/17/11,21,,,,,,
Corn,Illinois,Illinois-W,2011,4/24/11,25,,,,,,
Corn,Illinois,Illinois-W,2011,5/1/11,25,5,,,,,
Corn,Illinois,Illinois-W,2011,5/8/11,72,19,,,,,
Corn,Illinois,Illinois-W,2011,5/15/11,94,49,,,,,
Corn,Illinois,Illinois-W,2011,5/22/11,98,80,,,,,
Corn,Illinois,Illinois-W,2011,5/29/11,99,90,,,,,
Corn,Illinois,Illinois-W,2011,6/5/11,100,97,,,,,
Corn,Illinois,Illinois-W,2011,6/12/11,100,100,,,,,
Corn,Illinois,Illinois-W,2011,6/19/11,,100,,,,,
Corn,Illinois,Illinois-W,2011,7/3/11,,,10,,,,
Corn,Illinois,Illinois-W,2011,7/10/11,,,38,,,,
Corn,Illinois,Illinois-W,2011,7/17/11,,,80,,,,
Corn,Illinois,Illinois-W,2011,7/24/11,,,99,8,,,
Corn,Illinois,Illinois-W,2011,7/31/11,,,100,47,,,
Corn,Illinois,Illinois-W,2011,8/7/11,,,100,74,10,,
Corn,Illinois,Illinois-W,2011,8/14/11,,,,77,30,,
Corn,Illinois,Illinois-W,2011,8/21/11,,,,84,59,,
Corn,Illinois,Illinois-W,2011,8/28/11,,,,,83,10,
Corn,Illinois,Illinois-W,2011,9/4/11,,,,,94,41,
Corn,Illinois,Illinois-W,2011,9/11/11,,,,,99,51,7
Corn,Illinois,Illinois-W,2011,9/18/11,,,,,99,63,11
Corn,Illinois,Illinois-W,2011,9/25/11,,,,,100,80,29
Corn,Illinois,Illinois-W,2011,10/2/11,,,,,,90,52
Corn,Illinois,Illinois-W,2011,10/9/11,,,,,,99,70
Corn,Illinois,Illinois-W,2011,10/16/11,,,,,,,79
Corn,Illinois,Illinois-W,2011,10/23/11,,,,,,,92
Corn,Illinois,Illinois-W,2011,10/30/11,,,,,,,97
Corn,Illinois,Illinois-W,2011,11/6/11,,,,,,,99
Corn,Illinois,Illinois-W,2011,11/13/11,,,,,,,98
Corn,Illinois,Illinois-W,2012,4/8/12,18,2,,,,,
Corn,Illinois,Illinois-W,2012,4/15/12,45,5,,,,,
Corn,Illinois,Illinois-W,2012,4/22/12,75,19,,,,,
Corn,Illinois,Illinois-W,2012,4/29/12,83,24,,,,,
Corn,Illinois,Illinois-W,2012,5/6/12,91,50,,,,,
Corn,Illinois,Illinois-W,2012,5/13/12,98,64,,,,,
Corn,Illinois,Illinois-W,2012,5/20/12,100,65,,,,,
Corn,Illinois,Illinois-W,2012,5/27/12,,99,,,,,
Corn,Illinois,Illinois-W,2012,6/3/12,,100,,,,,
Corn,Illinois,Illinois-W,2012,6/17/12,,,1,,,,
Corn,Illinois,Illinois-W,2012,6/24/12,,,23,,,,
Corn,Illinois,Illinois-W,2012,7/1/12,,,57,,,,
Corn,Illinois,Illinois-W,2012,7/8/12,,,88,14,,,
Corn,Illinois,Illinois-W,2012,7/15/12,,,97,30,,,
Corn,Illinois,Illinois-W,2012,7/22/12,,,100,44,,,
Corn,Illinois,Illinois-W,2012,7/29/12,,,,50,10,,
Corn,Illinois,Illinois-W,2012,8/5/12,,,,77,32,,
Corn,Illinois,Illinois-W,2012,8/12/12,,,,83,57,9,
Corn,Illinois,Illinois-W,2012,8/19/12,,,,89,73,26,
Corn,Illinois,Illinois-W,2012,8/26/12,,,,,88,47,6
Corn,Illinois,Illinois-W,2012,9/2/12,,,,,99,75,9
Corn,Illinois,Illinois-W,2012,9/9/12,,,,,99,84,17
Corn,Illinois,Illinois-W,2012,9/16/12,,,,,,97,38
Corn,Illinois,Illinois-W,2012,9/23/12,,,,,,97,60
Corn,Illinois,Illinois-W,2012,9/30/12,,,,,,97,77
Corn,Illinois,Illinois-W,2012,10/7/12,,,,,,,91
Corn,Illinois,Illinois-W,2012,10/14/12,,,,,,,93
Corn,Illinois,Illinois-W,2012,10/21/12,,,,,,,96
Corn,Illinois,Illinois-W,2012,10/28/12,,,,,,,97
Corn,Illinois,Illinois-W,2012,11/4/12,,,,,,,99
Corn,Illinois,Illinois-W,2012,11/11/12,,,,,,,99
Corn,Illinois,Illinois-W,2013,4/28/13,1,,,,,,
Corn,Illinois,Illinois-W,2013,5/5/13,4,,,,,,
Corn,Illinois,Illinois-W,2013,5/12/13,5,0,,,,,
Corn,Illinois,Illinois-W,2013,5/19/13,66,6,,,,,
Corn,Illinois,Illinois-W,2013,5/26/13,83,44,,,,,
Corn,Illinois,Illinois-W,2013,6/2/13,84,57,,,,,
Corn,Illinois,Illinois-W,2013,6/9/13,93,77,,,,,
Corn,Illinois,Illinois-W,2013,6/16/13,98,85,,,,,
Corn,Illinois,Illinois-W,2013,7/7/13,,,4,,,,
Corn,Illinois,Illinois-W,2013,7/14/13,,,20,,,,
Corn,Illinois,Illinois-W,2013,7/21/13,,,64,9,,,
Corn,Illinois,Illinois-W,2013,7/28/13,,,83,30,,,
Corn,Illinois,Illinois-W,2013,8/4/13,,,96,39,,,
Corn,Illinois,Illinois-W,2013,8/11/13,,,97,40,0,,
Corn,Illinois,Illinois-W,2013,8/18/13,,,,55,11,,
Corn,Illinois,Illinois-W,2013,8/25/13,,,,75,40,,
Corn,Illinois,Illinois-W,2013,9/1/13,,,,91,46,,
Corn,Illinois,Illinois-W,2013,9/8/13,,,,94,60,6,
Corn,Illinois,Illinois-W,2013,9/15/13,,,,94,86,37,
Corn,Illinois,Illinois-W,2013,9/22/13,,,,,96,61,3
Corn,Illinois,Illinois-W,2013,9/29/13,,,,,97,76,8
Corn,Illinois,Illinois-W,2013,10/20/13,,,,,,99,44
Corn,Illinois,Illinois-W,2013,10/27/13,,,,,,,64
Corn,Illinois,Illinois-W,2013,11/3/13,,,,,,,77
Corn,Illinois,Illinois-W,2013,11/10/13,,,,,,,93
Corn,Illinois,Illinois-W,2013,11/17/13,,,,,,,95
Corn,Illinois,Illinois-W,2013,11/24/13,,,,,,,98
Corn,Illinois,Illinois-W,2014,5/4/14,46,9,,,,,
Corn,Illinois,Illinois-W,2014,5/11/14,84,43,,,,,
Corn,Illinois,Illinois-W,2014,5/18/14,90,70,,,,,
Corn,Illinois,Illinois-W,2014,5/25/14,100,88,,,,,
Corn,Illinois,Illinois-W,2014,6/1/14,100,93,,,,,
Corn,Illinois,Illinois-W,2014,6/8/14,,98,,,,,
Corn,Illinois,Illinois-W,2014,6/29/14,,,1,,,,
Corn,Illinois,Illinois-W,2014,7/6/14,,,47,,,,
Corn,Illinois,Illinois-W,2014,7/13/14,,,76,,,,
Corn,Illinois,Illinois-W,2014,7/20/14,,,88,,,,
Corn,Illinois,Illinois-W,2014,7/28/14,,,96,23,,,
Corn,Illinois,Illinois-W,2014,8/3/14,,,97,62,0,,
Corn,Illinois,Illinois-W,2014,8/11/14,,,,82,14,,
