Commodity,State,Location,Year,Date,Planted,Emerged,Silking,Dough,Dented,Mature,Harvested
Corn,Illinois,Illinois,2002,7/28/02,,,86,20,1,,
Corn,Illinois,Illinois,2002,8/4/02,,,95,41,8,,
Corn,Illinois,Illinois,2002,8/11/02,,,99,60,16,1,
Corn,Illinois,Illinois,2002,8/18/02,,,,78,30,4,
Corn,Illinois,Illinois,2002,8/25/02,,,,90,47,7,
Corn,Illinois,Illinois,2002,9/1/02,,,,95,66,14,
Corn,Illinois,Illinois,2002,9/8/02,,,,98,80,24,2
Corn,Illinois,Illinois,2002,9/15/02,,,,,92,44,4
Corn,Illinois,Illinois,2002,9/22/02,,,,,97,66,9
Corn,Illinois,Illinois,2002,9/29/02,,,,,,86,20
Corn,Illinois,Illinois,2002,10/6/02,,,,,,95,35
Corn,Illinois,Illinois,2002,10/13/02,,,,,,98,50
Corn,Illinois,Illinois,2002,10/20/02,,,,,,,70
Corn,Illinois,Illinois,2002,10/27/02,,,,,,,84
Corn,Illinois,Illinois,2002,11/3/02,,,,,,,91
Corn,Illinois,Illinois,2002,11/10/02,,,,,,,95
Corn,Illinois,Illinois,2002,11/17/02,,,,,,,98
Corn,Illinois,Illinois,2003,4/6/03,1,,,,,,
Corn,Illinois,Illinois,2003,4/13/03,3,0,,,,,
Corn,Illinois,Illinois,2003,4/20/03,21,1,,,,,
Corn,Illinois,Illinois,2003,4/27/03,47,7,,,,,
Corn,Illinois,Illinois,2003,5/4/03,68,23,,,,,
Corn,Illinois,Illinois,2003,5/11/03,73,41,,,,,
Corn,Illinois,Illinois,2003,5/18/03,79,61,,,,,
Corn,Illinois,Illinois,2003,5/25/03,91,78,,,,,
Corn,Illinois,Illinois,2003,6/1/03,94,86,,,,,
Corn,Illinois,Illinois,2003,6/8/03,99,92,,,,,
Corn,Illinois,Illinois,2003,6/15/03,99,96,,,,,
Corn,Illinois,Illinois,2003,6/22/03,,99,1,,,,
Corn,Illinois,Illinois,2003,6/29/03,,,2,,,,
Corn,Illinois,Illinois,2003,7/6/03,,,8,,,,
Corn,Illinois,Illinois,2003,7/13/03,,,35,2,,,
Corn,Illinois,Illinois,2003,7/20/03,,,65,7,,,
Corn,Illinois,Illinois,2003,7/27/03,,,84,15,1,,
Corn,Illinois,Illinois,2003,8/3/03,,,92,31,3,,
Corn,Illinois,Illinois,2003,8/10/03,,,98,53,13,1,
Corn,Illinois,Illinois,2003,8/17/03,,,,74,24,2,
Corn,Illinois,Illinois,2003,8/24/03,,,,88,42,4,
Corn,Illinois,Illinois,2003,8/31/03,,,,94,62,8,
Corn,Illinois,Illinois,2003,9/7/03,,,,97,75,20,1
Corn,Illinois,Illinois,2003,9/14/03,,,,,91,40,3
Corn,Illinois,Illinois,2003,9/21/03,,,,,97,61,8
Corn,Illinois,Illinois,2003,9/28/03,,,,,,87,17
Corn,Illinois,Illinois,2003,10/5/03,,,,,,95,32
Corn,Illinois,Illinois,2003,10/12/03,,,,,,98,47
Corn,Illinois,Illinois,2003,10/19/03,,,,,,,65
Corn,Illinois,Illinois,2003,10/26/03,,,,,,,81
Corn,Illinois,Illinois,2003,11/2/03,,,,,,,90
Corn,Illinois,Illinois,2003,11/9/03,,,,,,,95
Corn,Illinois,Illinois,2003,11/16/03,,,,,,,98
Corn,Illinois,Illinois,2003,11/23/03,,,,,,,99
Corn,Illinois,Illinois,2004,4/4/04,1,,,,,,
Corn,Illinois,Illinois,2004,4/11/04,4,0,,,,,
Corn,Illinois,Illinois,2004,4/18/04,40,2,,,,,
Corn,Illinois,Illinois,2004,4/25/04,64,16,,,,,
Corn,Illinois,Illinois,2004,5/2/04,82,39,,,,,
Corn,Illinois,Illinois,2004,5/9/04,95,67,,,,,
Corn,Illinois,Illinois,2004,5/16/04,98,85,,,,,
Corn,Illinois,Illinois,2004,5/23/04,99,95,,,,,
Corn,Illinois,Illinois,2004,5/30/04,99,97,,,,,
Corn,Illinois,Illinois,2004,6/6/04,,98,,,,,
Corn,Illinois,Illinois,2004,6/20/04,,,4,,,,
Corn,Illinois,Illinois,2004,6/27/04,,,16,,,,
Corn,Illinois,Illinois,2004,7/4/04,,,47,2,,,
Corn,Illinois,Illinois,2004,7/11/04,,,72,10,,,
Corn,Illinois,Illinois,2004,7/18/04,,,83,15,1,,
Corn,Illinois,Illinois,2004,7/25/04,,,97,46,6,,
Corn,Illinois,Illinois,2004,8/1/04,,,99,64,17,,
Corn,Illinois,Illinois,2004,8/8/04,,,,80,31,,
Corn,Illinois,Illinois,2004,8/15/04,,,,88,46,4,
Corn,Illinois,Illinois,2004,8/22/04,,,,95,67,5,
Corn,Illinois,Illinois,2004,8/29/04,,,,96,76,14,
Corn,Illinois,Illinois,2004,9/5/04,,,,99,87,27,1
Corn,Illinois,Illinois,2004,9/12/04,,,,,95,46,3
Corn,Illinois,Illinois,2004,9/19/04,,,,,97,72,10
Corn,Illinois,Illinois,2004,9/26/04,,,,,,90,27
Corn,Illinois,Illinois,2004,10/3/04,,,,,,97,44
Corn,Illinois,Illinois,2004,10/10/04,,,,,,99,64
Corn,Illinois,Illinois,2004,10/17/04,,,,,,,74
Corn,Illinois,Illinois,2004,10/24/04,,,,,,,81
Corn,Illinois,Illinois,2004,10/31/04,,,,,,,86
Corn,Illinois,Illinois,2004,11/7/04,,,,,,,91
Corn,Illinois,Illinois,2004,11/14/04,,,,,,,95
Corn,Illinois,Illinois,2005,4/3/05,1,,,,,,
Corn,Illinois,Illinois,2005,4/10/05,14,,,,,,
Corn,Illinois,Illinois,2005,4/17/05,35,3,,,,,
Corn,Illinois,Illinois,2005,4/24/05,64,16,,,,,
Corn,Illinois,Illinois,2005,5/1/05,82,30,,,,,
Corn,Illinois,Illinois,2005,5/8/05,94,52,,,,,
Corn,Illinois,Illinois,2005,5/15/05,98,79,,,,,
Corn,Illinois,Illinois,2005,5/22/05,99,91,,,,,
Corn,Illinois,Illinois,2005,5/29/05,99,98,,,,,
Corn,Illinois,Illinois,2005,6/5/05,99,99,,,,,
Corn,Illinois,Illinois,2005,6/19/05,,,0,,,,
Corn,Illinois,Illinois,2005,6/26/05,,,4,,,,
Corn,Illinois,Illinois,2005,7/3/05,,,20,,,,
Corn,Illinois,Illinois,2005,7/10/05,,,54,3,,,
Corn,Illinois,Illinois,2005,7/17/05,,,83,11,,,
Corn,Illinois,Illinois,2005,7/24/05,,,95,21,1,,
Corn,Illinois,Illinois,2005,7/31/05,,,99,40,5,,
Corn,Illinois,Illinois,2005,8/7/05,,,,64,19,,
Corn,Illinois,Illinois,2005,8/14/05,,,,83,41,3,
Corn,Illinois,Illinois,2005,8/21/05,,,,92,59,4,
Corn,Illinois,Illinois,2005,8/28/05,,,,97,74,10,
Corn,Illinois,Illinois,2005,9/4/05,,,,99,88,28,1
Corn,Illinois,Illinois,2005,9/11/05,,,,,95,54,6
Corn,Illinois,Illinois,2005,9/18/05,,,,,97,74,13
Corn,Illinois,Illinois,2005,9/25/05,,,,,,91,30
Corn,Illinois,Illinois,2005,10/2/05,,,,,,97,42
Corn,Illinois,Illinois,2005,10/9/05,,,,,,99,58
Corn,Illinois,Illinois,2005,10/16/05,,,,,,,77
Corn,Illinois,Illinois,2005,10/23/05,,,,,,,89
Corn,Illinois,Illinois,2005,10/30/05,,,,,,,94
Corn,Illinois,Illinois,2005,11/6/05,,,,,,,96
Corn,Illinois,Illinois,2005,11/13/05,,,,,,,99
Corn,Illinois,Illinois,2006,4/2/06,0,,,,,,
Corn,Illinois,Illinois,2006,4/9/06,0,,,,,,
Corn,Illinois,Illinois,2006,4/16/06,8,0,,,,,
Corn,Illinois,Illinois,2006,4/23/06,33,5,,,,,
Corn,Illinois,Illinois,2006,4/30/06,72,23,,,,,
Corn,Illinois,Illinois,2006,5/7/06,85,45,,,,,
Corn,Illinois,Illinois,2006,5/14/06,95,71,,,,,
Corn,Illinois,Illinois,2006,5/21/06,96,84,,,,,
Corn,Illinois,Illinois,2006,5/28/06,99,92,,,,,
Corn,Illinois,Illinois,2006,6/4/06,99,97,,,,,
Corn,Illinois,Illinois,2006,6/11/06,99,99,,,,,
Corn,Illinois,Illinois,2006,6/18/06,,99,,,,,
Corn,Illinois,Illinois,2006,6/25/06,,,1,,,,
Corn,Illinois,Illinois,2006,7/2/06,,,10,1,,,
Corn,Illinois,Illinois,2006,7/9/06,,,40,3,,,
Corn,Illinois,Illinois,2006,7/16/06,,,78,9,,,
Corn,Illinois,Illinois,2006,7/23/06,,,96,25,1,,
Corn,Illinois,Illinois,2006,7/30/06,,,98,42,4,,
Corn,Illinois,Illinois,2006,8/6/06,,,99,64,16,,
Corn,Illinois,Illinois,2006,8/13/06,,,,83,34,3,
Corn,Illinois,Illinois,2006,8/20/06,,,,88,53,5,
Corn,Illinois,Illinois,2006,8/27/06,,,,95,74,10,
Corn,Illinois,Illinois,2006,9/3/06,,,,98,87,20,1
Corn,Illinois,Illinois,2006,9/10/06,,,,,95,39,2
Corn,Illinois,Illinois,2006,9/17/06,,,,,98,61,6
Corn,Illinois,Illinois,2006,9/24/06,,,,,,83,14
Corn,Illinois,Illinois,2006,10/1/06,,,,,,96,28
Corn,Illinois,Illinois,2006,10/8/06,,,,,,99,44
Corn,Illinois,Illinois,2006,10/15/06,,,,,,,63
Corn,Illinois,Illinois,2006,10/22/06,,,,,,,73
Corn,Illinois,Illinois,2006,10/29/06,,,,,,,83
Corn,Illinois,Illinois,2006,11/5/06,,,,,,,92
Corn,Illinois,Illinois,2006,11/12/06,,,,,,,95
Corn,Illinois,Illinois,2007,4/8/07,0,,,,,,
Corn,Illinois,Illinois,2007,4/15/07,0,0,,,,,
Corn,Illinois,Illinois,2007,4/22/07,13,0,,,,,
Corn,Illinois,Illinois,2007,4/29/07,36,3,,,,,
Corn,Illinois,Illinois,2007,5/6/07,72,29,,,,,
Corn,Illinois,Illinois,2007,5/13/07,93,63,,,,,
Corn,Illinois,Illinois,2007,5/20/07,98,88,,,,,
Corn,Illinois,Illinois,2007,5/27/07,100,96,,,,,
Corn,Illinois,Illinois,2007,6/3/07,100,99,,,,,
Corn,Illinois,Illinois,2007,6/10/07,,100,,,,,
Corn,Illinois,Illinois,2007,6/24/07,,,6,,,,
Corn,Illinois,Illinois,2007,7/1/07,,,32,,,,
Corn,Illinois,Illinois,2007,7/8/07,,,68,3,,,
Corn,Illinois,Illinois,2007,7/15/07,,,88,10,,,
Corn,Illinois,Illinois,2007,7/22/07,,,97,31,2,,
Corn,Illinois,Illinois,2007,7/29/07,,,99,48,5,,
Corn,Illinois,Illinois,2007,8/5/07,,,,73,18,,
Corn,Illinois,Illinois,2007,8/12/07,,,,90,40,4,
Corn,Illinois,Illinois,2007,8/19/07,,,,94,60,9,
Corn,Illinois,Illinois,2007,8/26/07,,,,98,80,17,
Corn,Illinois,Illinois,2007,9/2/07,,,,100,92,44,5
Corn,Illinois,Illinois,2007,9/9/07,,,,,97,68,12
Corn,Illinois,Illinois,2007,9/16/07,,,,,99,86,25
Corn,Illinois,Illinois,2007,9/23/07,,,,,,97,46
Corn,Illinois,Illinois,2007,9/30/07,,,,,,99,60
Corn,Illinois,Illinois,2007,10/7/07,,,,,,,76
Corn,Illinois,Illinois,2007,10/14/07,,,,,,,81
Corn,Illinois,Illinois,2007,10/21/07,,,,,,,92
Corn,Illinois,Illinois,2007,10/28/07,,,,,,,95
Corn,Illinois,Illinois,2007,11/4/07,,,,,,,98
Corn,Illinois,Illinois,2007,11/11/07,,,,,,,99
Corn,Illinois,Illinois,2008,4/20/08,1,,,,,,
Corn,Illinois,Illinois,2008,4/27/08,6,,,,,,
Corn,Illinois,Illinois,2008,5/4/08,28,1,,,,,
Corn,Illinois,Illinois,2008,5/11/08,60,12,,,,,
Corn,Illinois,Illinois,2008,5/18/08,75,34,,,,,
Corn,Illinois,Illinois,2008,5/25/08,87,62,,,,,
Corn,Illinois,Illinois,2008,6/1/08,92,76,,,,,
Corn,Illinois,Illinois,2008,6/8/08,95,88,,,,,
Corn,Illinois,Illinois,2008,6/15/08,,94,,,,,
Corn,Illinois,Illinois,2008,6/29/08,,,0,,,,
Corn,Illinois,Illinois,2008,7/6/08,,,1,,,,
Corn,Illinois,Illinois,2008,7/13/08,,,14,1,,,
Corn,Illinois,Illinois,2008,7/20/08,,,55,3,,,
Corn,Illinois,Illinois,2008,7/27/08,,,79,11,1,,
Corn,Illinois,Illinois,2008,8/3/08,,,92,27,2,,
Corn,Illinois,Illinois,2008,8/10/08,,,97,48,5,,
Corn,Illinois,Illinois,2008,8/17/08,,,99,66,12,0,
Corn,Illinois,Illinois,2008,8/24/08,,,,82,29,0,
Corn,Illinois,Illinois,2008,8/31/08,,,,91,48,2,0
Corn,Illinois,Illinois,2008,9/7/08,,,,95,60,4,0
Corn,Illinois,Illinois,2008,9/14/08,,,,,77,16,0
Corn,Illinois,Illinois,2008,9/21/08,,,,,90,31,1
Corn,Illinois,Illinois,2008,9/28/08,,,,,96,52,4
Corn,Illinois,Illinois,2008,10/5/08,,,,,,77,10
Corn,Illinois,Illinois,2008,10/12/08,,,,,,88,20
Corn,Illinois,Illinois,2008,10/19/08,,,,,,,32
Corn,Illinois,Illinois,2008,10/26/08,,,,,,,46
Corn,Illinois,Illinois,2008,11/2/08,,,,,,,66
Corn,Illinois,Illinois,2008,11/9/08,,,,,,,80
Corn,Illinois,Illinois,2008,11/16/08,,,,,,,88
Corn,Illinois,Illinois,2008,11/23/08,,,,,,,95
Corn,Illinois,Illinois,2008,11/30/08,,,,,,,98
Corn,Illinois,Illinois,2009,4/26/09,4,,,,,,
Corn,Illinois,Illinois,2009,5/3/09,5,,,,,,
Corn,Illinois,Illinois,2009,5/10/09,10,,,,,,
Corn,Illinois,Illinois,2009,5/17/09,20,7,,,,,
Corn,Illinois,Illinois,2009,5/24/09,62,22,,,,,
Corn,Illinois,Illinois,2009,5/31/09,82,52,,,,,
Corn,Illinois,Illinois,2009,6/7/09,93,73,,,,,
Corn,Illinois,Illinois,2009,6/14/09,96,89,,,,,
Corn,Illinois,Illinois,2009,6/21/09,,98,,,,,
Corn,Illinois,Illinois,2009,7/12/09,,,11,,,,
Corn,Illinois,Illinois,2009,7/19/09,,,26,,,,
Corn,Illinois,Illinois,2009,7/26/09,,,53,6,,,
Corn,Illinois,Illinois,2009,8/2/09,,,80,16,,,
Corn,Illinois,Illinois,2009,8/9/09,,,92,29,,,
Corn,Illinois,Illinois,2009,8/16/09,,,,46,6,,
Corn,Illinois,Illinois,2009,8/23/09,,,,64,12,,
Corn,Illinois,Illinois,2009,8/30/09,,,,78,26,,
Corn,Illinois,Illinois,2009,9/6/09,,,,86,44,,
Corn,Illinois,Illinois,2009,9/13/09,,,,91,56,,
Corn,Illinois,Illinois,2009,9/20/09,,,,,73,13,
Corn,Illinois,Illinois,2009,9/27/09,,,,,84,24,
Corn,Illinois,Illinois,2009,10/4/09,,,,,89,41,5
Corn,Illinois,Illinois,2009,10/11/09,,,,,94,56,6
Corn,Illinois,Illinois,2009,10/18/09,,,,,,79,11
Corn,Illinois,Illinois,2009,10/25/09,,,,,,88,14
Corn,Illinois,Illinois,2009,11/1/09,,,,,,92,19
Corn,Illinois,Illinois,2009,11/8/09,,,,,,97,31
Corn,Illinois,Illinois,2009,11/15/09,,,,,,,52
Corn,Illinois,Illinois,2009,11/22/09,,,,,,,60
Corn,Illinois,Illinois,2009,11/29/09,,,,,,,72
Corn,Illinois,Illinois,2009,12/6/09,,,,,,,85
Corn,Illinois,Illinois,2009,12/13/09,,,,,,,90
Corn,Illinois,Illinois,2009,12/20/09,,,,,,,95
Corn,Illinois,Illinois,2010,4/18/10,34,,,,,,
Corn,Illinois,Illinois,2010,4/25/10,73,10,,,,,
Corn,Illinois,Illinois,2010,5/2/10,87,39,,,,,
Corn,Illinois,Illinois,2010,5/9/10,94,63,,,,,
Corn,Illinois,Illinois,2010,5/16/10,,78,,,,,
Corn,Illinois,Illinois,2010,5/23/10,,87,,,,,
Corn,Illinois,Illinois,2010,5/30/10,,94,,,,,
Corn,Illinois,Illinois,2010,6/6/10,,97,,,,,
Corn,Illinois,Illinois,2010,6/13/10,,98,,,,,
Corn,Illinois,Illinois,2010,6/27/10,,,15,,,,
Corn,Illinois,Illinois,2010,7/4/10,,,46,,,,
Corn,Illinois,Illinois,2010,7/11/10,,,72,8,,,
Corn,Illinois,Illinois,2010,7/18/10,,,89,18,,,
Corn,Illinois,Illinois,2010,7/25/10,,,96,41,,,
Corn,Illinois,Illinois,2010,8/1/10,,,99,64,,,
Corn,Illinois,Illinois,2010,8/8/10,,,,78,29,,
Corn,Illinois,Illinois,2010,8/15/10,,,,89,51,,
Corn,Illinois,Illinois,2010,8/22/10,,,,95,73,,
Corn,Illinois,Illinois,2010,8/29/10,,,,99,87,34,
Corn,Illinois,Illinois,2010,9/5/10,,,,,93,57,7
Corn,Illinois,Illinois,2010,9/12/10,,,,,97,79,18
Corn,Illinois,Illinois,2010,9/19/10,,,,,,90,38
Corn,Illinois,Illinois,2010,9/26/10,,,,,,97,57
Corn,Illinois,Illinois,2010,10/3/10,,,,,,,74
Corn,Illinois,Illinois,2010,10/10/10,,,,,,,87
Corn,Illinois,Illinois,2010,10/17/10,,,,,,,93
Corn,Illinois,Illinois,2010,10/24/10,,,,,,,97
Corn,Illinois,Illinois,2010,10/31/10,,,,,,,99
Corn,Illinois,Illinois,2011,4/17/11,9,,,,,,
Corn,Illinois,Illinois,2011,4/24/11,10,,,,,,
Corn,Illinois,Illinois,2011,5/1/11,10,3,,,,,
Corn,Illinois,Illinois,2011,5/8/11,34,6,,,,,
Corn,Illinois,Illinois,2011,5/15/11,69,24,,,,,
Corn,Illinois,Illinois,2011,5/22/11,90,56,,,,,
Corn,Illinois,Illinois,2011,5/29/11,94,80,,,,,
Corn,Illinois,Illinois,2011,6/5/11,98,90,,,,,
Corn,Illinois,Illinois,2011,6/12/11,99,97,,,,,
Corn,Illinois,Illinois,2011,6/19/11,,99,,,,,
Corn,Illinois,Illinois,2011,7/3/11,,,8,,,,
Corn,Illinois,Illinois,2011,7/10/11,,,27,,,,
Corn,Illinois,Illinois,2011,7/17/11,,,62,,,,
Corn,Illinois,Illinois,2011,7/24/11,,,86,15,,,
Corn,Illinois,Illinois,2011,7/31/11,,,97,38,,,
Corn,Illinois,Illinois,2011,8/7/11,,,99,56,10,,
Corn,Illinois,Illinois,2011,8/14/11,,,,74,30,,
Corn,Illinois,Illinois,2011,8/21/11,,,,88,53,,
Corn,Illinois,Illinois,2011,8/28/11,,,,,72,11,
Corn,Illinois,Illinois,2011,9/4/11,,,,,88,33,
Corn,Illinois,Illinois,2011,9/11/11,,,,,93,46,5
Corn,Illinois,Illinois,2011,9/18/11,,,,,97,63,11
Corn,Illinois,Illinois,2011,9/25/11,,,,,99,80,22
Corn,Illinois,Illinois,2011,10/2/11,,,,,,91,32
Corn,Illinois,Illinois,2011,10/9/11,,,,,,98,49
Corn,Illinois,Illinois,2011,10/16/11,,,,,,,64
Corn,Illinois,Illinois,2011,10/23/11,,,,,,,79
Corn,Illinois,Illinois,2011,10/30/11,,,,,,,89
Corn,Illinois,Illinois,2011,11/6/11,,,,,,,94
Corn,Illinois,Illinois,2011,11/13/11,,,,,,,97
Corn,Illinois,Illinois,2012,4/8/12,17,2,,,,,
Corn,Illinois,Illinois,2012,4/15/12,41,11,,,,,
Corn,Illinois,Illinois,2012,4/22/12,59,21,,,,,
Corn,Illinois,Illinois,2012,4/29/12,79,34,,,,,
Corn,Illinois,Illinois,2012,5/6/12,89,64,,,,,
Corn,Illinois,Illinois,2012,5/13/12,95,76,,,,,
Corn,Illinois,Illinois,2012,5/20/12,99,88,,,,,
Corn,Illinois,Illinois,2012,5/27/12,,97,,,,,
Corn,Illinois,Illinois,2012,6/3/12,,99,,,,,
Corn,Illinois,Illinois,2012,6/17/12,,,5,,,,
Corn,Illinois,Illinois,2012,6/24/12,,,17,,,,
Corn,Illinois,Illinois,2012,7/1/12,,,46,,,,
Corn,Illinois,Illinois,2012,7/8/12,,,77,8,,,
Corn,Illinois,Illinois,2012,7/15/12,,,93,20,,,
Corn,Illinois,Illinois,2012,7/22/12,,,98,38,,,
Corn,Illinois,Illinois,2012,7/29/12,,,,58,18,,
Corn,Illinois,Illinois,2012,8/5/12,,,,81,38,,
Corn,Illinois,Illinois,2012,8/12/12,,,,90,62,12,
Corn,Illinois,Illinois,2012,8/19/12,,,,97,80,25,
Corn,Illinois,Illinois,2012,8/26/12,,,,,91,44,6
Corn,Illinois,Illinois,2012,9/2/12,,,,,95,63,12
Corn,Illinois,Illinois,2012,9/9/12,,,,,97,75,21
Corn,Illinois,Illinois,2012,9/16/12,,,,,,87,36
Corn,Illinois,Illinois,2012,9/23/12,,,,,,95,54
Corn,Illinois,Illinois,2012,9/30/12,,,,,,98,71
Corn,Illinois,Illinois,2012,10/7/12,,,,,,,80
Corn,Illinois,Illinois,2012,10/14/12,,,,,,,87
Corn,Illinois,Illinois,2012,10/21/12,,,,,,,92
Corn,Illinois,Illinois,2012,10/28/12,,,,,,,94
Corn,Illinois,Illinois,2012,11/4/12,,,,,,,98
Corn,Illinois,Illinois,2012,11/11/12,,,,,,,99
Corn,Illinois,Illinois,2013,4/28/13,1,,,,,,
Corn,Illinois,Illinois,2013,5/5/13,7,,,,,,
Corn,Illinois,Illinois,2013,5/12/13,17,2,,,,,
Corn,Illinois,Illinois,2013,5/19/13,74,16,,,,,
Corn,Illinois,Illinois,2013,5/26/13,89,68,,,,,
Corn,Illinois,Illinois,2013,6/2/13,91,81,,,,,
Corn,Illinois,Illinois,2013,6/9/13,96,89,,,,,
Corn,Illinois,Illinois,2013,6/16/13,99,94,,,,,
Corn,Illinois,Illinois,2013,7/7/13,,,8,,,,
Corn,Illinois,Illinois,2013,7/14/13,,,21,,,,
Corn,Illinois,Illinois,2013,7/21/13,,,64,3,,,
Corn,Illinois,Illinois,2013,7/28/13,,,85,14,,,
Corn,Illinois,Illinois,2013,8/4/13,,,95,30,,,
Corn,Illinois,Illinois,2013,8/11/13,,,98,50,6,,
Corn,Illinois,Illinois,2013,8/18/13,,,,70,14,,
Corn,Illinois,Illinois,2013,8/25/13,,,,88,29,,
Corn,Illinois,Illinois,2013,9/1/13,,,,93,46,,
Corn,Illinois,Illinois,2013,9/8/13,,,,95,69,6,
Corn,Illinois,Illinois,2013,9/15/13,,,,97,84,25,
Corn,Illinois,Illinois,2013,9/22/13,,,,,94,47,5
